release_id,hospital_id,version,rollout_stage,cpu_usage,memory_usage,error_rate,latency_ms,error_budget_remaining,stable_error_rate,stable_latency_ms,canary_error_rate,deployment_status,harmful
R025,H026,v2.26,10,61.78,46.01,1.04,241.88,78.26,1.22,153.35,2.84,SUCCESS,False
R025,H027,v2.26,5,65.58,60.3,1.61,,51.75,1.42,246.87,2.49,SUCCESS,False
R025,H028,v2.26,25,49.46,53.85,2.9,289.87,60.07,1.54,224.4,0.53,IN_PROGRESS,False
R025,H029,v2.26,5,44.22,49.72,2.8,240.57,68.85,1.84,134.69,2.42,IN_PROGRESS,False
R025,H030,v2.26,100,42.23,55.93,2.13,205.31,94.11,1.05,191.65,0.96,SUCCESS,False
R025,H031,v2.26,10,54.52,38.96,2.8,208.07,67.88,0.63,158.12,2.26,SUCCESS,False
R025,H032,v2.26,5,59.47,53.56,1.09,114.61,94.3,0.96,193.14,1.97,SUCCESS,False
R025,H033,v2.26,25,47.15,48.73,2.1,106.94,76.4,1.68,230.05,2.23,SUCCESS,False
R025,H034,v2.26,100,43.44,60.62,1.48,153.73,92.71,1.72,206.2,2.96,IN_PROGRESS,False
R025,H035,v2.26,5,58.15,55.72,2.98,157.46,79.85,0.81,122.75,2.24,SUCCESS,False
R025,H036,v2.26,100,43.39,50.89,1.49,253.33,71.37,1.56,213.13,2.85,SUCCESS,False
R025,H037,v2.26,25,49.48,39.48,0.97,285.77,56.06,1.7,130.43,1.98,SUCCESS,False
R025,H038,v2.26,25,69.63,49.47,2.9,120.0,52.48,0.61,234.29,1.71,SUCCESS,False
R025,H039,v2.26,10,100.0,57.91,1.64,115.15,80.44,1.45,229.04,0.53,SUCCESS,False
R025,H040,v2.26,5,54.79,60.33,1.0,168.26,79.71,0.94,119.43,2.92,SUCCESS,False
R025,H041,v2.26,50,70.68,68.69,2.34,154.0,93.58,1.53,202.15,1.38,SUCCESS,False
R025,H042,v2.26,100,53.89,58.49,2.33,192.65,80.44,1.15,164.21,1.31,SUCCESS,False
R025,H043,v2.26,10,41.17,68.56,0.57,213.08,91.72,1.2,246.64,0.74,SUCCESS,False
R025,H044,v2.26,50,45.18,59.06,0.86,105.21,88.71,0.93,137.35,1.09,SUCCESS,False
R025,H045,v2.26,10,35.21,47.64,0.77,197.98,84.74,1.97,136.72,1.45,SUCCESS,False
R025,H046,v2.26,25,39.99,59.9,2.55,282.22,65.26,0.58,192.45,2.53,SUCCESS,False
R025,H047,v2.26,50,57.84,61.23,2.47,286.01,61.6,0.51,100.55,0.79,IN_PROGRESS,False
R025,H048,v2.26,10,61.78,55.55,2.27,224.38,64.93,0.62,142.79,1.74,SUCCESS,False
R025,H049,v2.26,5,51.04,50.73,1.87,,54.97,1.15,162.79,2.86,SUCCESS,False
R025,H050,v2.26,25,61.4,63.18,1.08,276.15,92.85,0.76,239.68,1.84,SUCCESS,False
R026,H001,v2.27,10,68.96,51.59,9.2,628.39,22.52,0.78,153.88,5.27,ROLLED_BACK,True
R026,H002,v2.27,10,62.51,78.3,10.86,570.25,2.59,1.56,201.84,6.55,SUCCESS,True
R026,H003,v2.27,100,67.76,95.4,11.22,677.79,26.52,0.73,247.87,7.44,FAILED,True
R026,H004,v2.27,10,64.98,74.08,10.4,419.13,27.33,1.49,211.7,10.03,SUCCESS,True
R026,H005,v2.27,25,78.4,66.43,10.13,557.31,9.74,1.91,176.84,10.05,FAILED,True
R026,H006,v2.27,50,77.18,79.14,6.54,645.86,20.88,1.32,142.77,11.09,SUCCESS,True
R026,H007,v2.27,50,84.09,57.76,10.13,537.75,26.98,0.77,204.95,9.65,FAILED,True
R026,H008,v2.27,100,91.93,62.25,11.03,452.83,24.38,0.92,130.79,10.7,FAILED,True
R026,H009,v2.27,5,84.68,64.14,11.24,652.93,14.5,1.79,174.72,7.43,FAILED,True
R026,H010,v2.27,10,100.0,88.64,8.46,563.95,12.02,1.41,150.87,6.77,SUCCESS,True
R026,H011,v2.27,100,61.03,54.44,10.58,437.46,29.22,0.99,240.47,6.28,SUCCESS,True
R026,H012,v2.27,100,79.06,71.55,7.27,567.62,10.6,1.81,168.76,9.78,FAILED,True
R026,H013,v2.27,10,73.88,53.17,7.92,453.2,10.29,0.93,142.83,6.14,FAILED,True
R026,H014,v2.27,25,76.02,64.4,7.67,455.17,11.09,1.61,164.14,11.87,FAILED,True
R026,H015,v2.27,5,69.27,74.61,7.38,633.8,0.81,1.44,137.05,7.3,SUCCESS,True
R026,H016,v2.27,25,90.33,53.07,7.07,515.1,1.26,0.56,143.6,11.88,ROLLED_BACK,True
R026,H017,v2.27,10,88.17,55.06,9.93,696.89,10.11,0.71,120.23,9.82,SUCCESS,True
R026,H018,v2.27,5,72.08,72.79,6.97,481.63,2.53,0.54,240.36,11.62,SUCCESS,True
R026,H019,v2.27,100,68.15,68.65,8.1,707.29,9.32,1.57,163.9,6.85,FAILED,True
R026,H020,v2.27,10,72.26,79.63,7.26,426.38,25.48,0.55,160.41,9.31,SUCCESS,True
R026,H021,v2.27,25,83.66,65.66,8.65,608.24,15.37,1.35,145.83,5.52,FAILED,True
R026,H022,v2.27,25,77.86,92.59,6.5,477.95,23.87,1.35,233.55,5.57,SUCCESS,True
R026,H023,v2.27,25,57.57,70.18,10.83,648.83,24.6,0.94,168.59,5.26,SUCCESS,True
R026,H024,v2.27,5,62.98,79.54,6.79,498.95,2.03,1.48,198.96,11.72,SUCCESS,True
R026,H025,v2.27,50,77.45,63.5,6.1,694.52,7.78,1.96,158.09,5.26,FAILED,True
R026,H026,v2.27,100,88.18,70.23,7.63,736.01,13.07,1.7,151.28,11.76,FAILED,True
R026,H027,v2.27,5,85.77,77.83,7.46,621.07,12.44,1.42,148.71,9.49,ROLLED_BACK,True
R026,H028,v2.27,5,66.04,70.58,8.38,683.81,28.53,1.84,248.2,9.29,FAILED,True
R026,H029,v2.27,10,65.73,70.28,8.7,637.7,3.5,1.55,165.86,8.98,FAILED,True
R026,H030,v2.27,10,86.4,85.62,8.92,424.45,14.01,1.77,216.74,9.59,SUCCESS,True
R026,H031,v2.27,5,73.05,77.41,9.94,621.23,21.54,0.97,244.46,8.76,SUCCESS,True
R026,H032,v2.27,5,79.0,68.02,7.14,459.43,28.93,1.96,167.73,7.96,SUCCESS,True
R026,H033,v2.27,5,81.19,75.39,6.1,474.52,21.17,0.7,227.45,11.49,SUCCESS,True
R026,H034,v2.27,10,58.78,86.51,6.13,405.25,19.1,1.67,183.1,10.75,SUCCESS,True
R026,H035,v2.27,10,82.05,69.88,9.07,683.66,29.61,0.95,140.08,11.02,SUCCESS,True
R026,H036,v2.27,5,61.5,84.02,5.86,552.86,10.43,1.69,232.56,10.83,SUCCESS,True
R026,H037,v2.27,25,60.96,76.32,7.44,633.5,8.06,1.85,216.23,11.09,SUCCESS,True
R026,H038,v2.27,25,93.52,58.3,8.82,497.89,3.3,0.9,134.64,11.24,SUCCESS,True
R026,H039,v2.27,10,89.58,94.07,6.26,573.06,28.59,1.93,204.79,7.4,SUCCESS,True
R026,H040,v2.27,50,86.92,69.95,7.04,465.91,19.17,1.95,191.25,9.94,ROLLED_BACK,True
R026,H041,v2.27,5,74.61,76.24,6.19,741.17,17.95,1.5,217.71,7.22,SUCCESS,True
R026,H042,v2.27,10,60.73,63.48,10.24,525.82,20.66,1.54,102.15,9.43,FAILED,True
R026,H043,v2.27,10,76.21,76.16,7.42,626.73,8.15,1.35,109.56,11.53,FAILED,True
R026,H044,v2.27,50,78.19,80.04,9.87,634.55,24.11,1.33,192.44,9.43,ROLLED_BACK,True
R026,H045,v2.27,5,66.19,82.38,11.32,438.91,19.89,1.73,210.4,6.78,FAILED,True
R026,H046,v2.27,10,71.65,78.85,5.79,672.88,23.9,0.5,124.39,8.08,ROLLED_BACK,True
R026,H047,v2.27,10,74.93,69.14,5.09,780.26,5.76,1.48,148.3,10.58,SUCCESS,True
R026,H048,v2.27,50,81.01,57.25,11.48,440.81,9.07,1.17,229.61,9.21,ROLLED_BACK,True
R026,H049,v2.27,5,54.93,66.53,11.9,586.46,5.32,0.52,193.17,10.25,SUCCESS,True
R026,H050,v2.27,10,81.56,72.52,7.85,507.86,23.8,1.84,165.1,5.68,FAILED,True
R027,H001,v2.28,100,38.11,51.84,0.51,166.04,97.26,1.07,230.81,1.45,SUCCESS,False
R027,H002,v2.28,50,39.93,53.49,1.64,126.67,86.73,1.87,135.67,1.81,SUCCESS,False
R027,H003,v2.28,25,49.13,64.69,0.91,124.57,64.08,1.38,120.52,2.91,IN_PROGRESS,False
R027,H004,v2.28,25,57.48,51.79,1.82,172.91,79.53,0.51,150.71,1.17,SUCCESS,False
R027,H005,v2.28,25,53.8,56.0,2.41,181.05,97.48,1.06,175.87,2.37,SUCCESS,False
R027,H006,v2.28,50,61.98,56.03,1.52,256.61,72.72,0.87,109.59,2.59,SUCCESS,False
R027,H007,v2.28,25,45.39,53.37,1.75,274.78,56.41,1.89,133.0,1.32,SUCCESS,False
R027,H008,v2.28,10,50.48,74.69,2.3,131.23,82.18,1.73,157.61,2.8,SUCCESS,False
R027,H009,v2.28,50,58.88,51.66,2.69,216.25,90.82,1.38,157.11,1.81,SUCCESS,False
R027,H010,v2.28,50,52.63,100.0,2.73,196.92,67.7,0.75,102.46,2.82,SUCCESS,False
R027,H011,v2.28,25,33.89,47.64,0.74,186.53,56.13,1.95,176.56,1.35,SUCCESS,False
R027,H012,v2.28,25,43.42,44.51,1.98,170.15,55.82,1.42,164.08,1.04,SUCCESS,False
R027,H013,v2.28,10,58.05,54.71,2.3,122.31,89.36,1.81,182.04,0.94,SUCCESS,False
R027,H014,v2.28,25,57.02,65.71,1.29,132.19,83.08,1.16,202.03,1.52,SUCCESS,False
R027,H015,v2.28,50,52.82,67.64,2.13,203.34,52.73,0.54,167.59,2.98,SUCCESS,False
R027,H016,v2.28,10,48.47,58.34,2.1,206.75,81.37,0.73,244.55,2.54,SUCCESS,False
R027,H017,v2.28,10,73.98,59.25,2.99,159.76,59.14,1.85,236.27,1.31,SUCCESS,False
R027,H018,v2.28,100,50.07,49.91,2.25,208.59,90.89,1.6,227.58,2.17,SUCCESS,False
R027,H019,v2.28,5,62.08,51.2,2.13,187.34,52.64,0.57,154.66,2.13,SUCCESS,False
R027,H020,v2.28,50,50.99,55.31,1.04,210.34,99.93,1.1,208.38,2.0,SUCCESS,False
R027,H021,v2.28,10,31.48,61.55,0.95,164.79,97.52,0.85,107.14,0.62,SUCCESS,False
R027,H022,v2.28,100,67.44,54.51,1.92,154.32,80.31,1.22,186.09,0.86,SUCCESS,False
R027,H023,v2.28,10,60.53,51.04,2.12,157.99,74.66,1.74,111.42,2.61,SUCCESS,False
R027,H024,v2.28,10,56.1,53.84,,202.29,50.3,0.71,148.85,1.91,SUCCESS,False
R027,H025,v2.28,50,73.43,58.6,1.49,258.37,84.01,1.43,212.31,1.67,SUCCESS,False
R027,H026,v2.28,10,53.78,51.98,1.88,296.89,54.22,1.72,174.59,2.3,SUCCESS,False
R027,H027,v2.28,25,39.82,56.67,1.09,168.22,57.51,1.05,198.01,0.99,SUCCESS,False
R027,H028,v2.28,5,35.35,55.57,2.02,244.6,79.27,0.81,171.31,1.43,SUCCESS,False
R027,H029,v2.28,50,49.19,61.22,1.16,181.65,92.3,1.47,148.58,2.23,SUCCESS,False
R027,H030,v2.28,100,64.23,54.11,1.76,175.47,95.03,0.77,220.45,2.24,SUCCESS,False
R027,H031,v2.28,5,100.0,66.05,2.99,139.47,53.77,1.67,130.1,0.73,SUCCESS,False
R027,H032,v2.28,50,37.74,58.58,1.68,236.38,71.36,0.77,221.22,2.08,SUCCESS,False
R027,H033,v2.28,5,64.01,56.05,1.04,205.47,87.98,1.88,126.57,1.1,SUCCESS,False
R027,H034,v2.28,25,65.6,45.26,2.77,183.34,69.42,1.59,182.38,1.29,SUCCESS,False
R027,H035,v2.28,10,59.31,57.23,2.89,216.72,98.46,1.38,154.42,0.61,SUCCESS,False
R027,H036,v2.28,5,50.93,62.34,2.25,265.62,94.13,0.75,106.84,2.48,IN_PROGRESS,False
R027,H037,v2.28,25,56.1,57.24,1.43,216.98,66.6,0.61,202.27,0.53,SUCCESS,False
R027,H038,v2.28,5,50.3,46.6,0.7,217.47,55.34,1.29,130.6,0.58,SUCCESS,False
R027,H039,v2.28,25,52.55,46.88,2.18,107.45,95.31,1.76,208.35,2.64,SUCCESS,False
R027,H040,v2.28,25,37.42,64.49,1.44,279.41,84.94,1.52,220.96,0.54,IN_PROGRESS,False
R027,H041,v2.28,25,45.62,41.02,1.28,153.71,68.94,0.55,224.05,1.58,SUCCESS,False
R027,H042,v2.28,5,50.7,64.4,2.05,118.27,61.37,1.5,200.55,1.58,SUCCESS,False
R027,H043,v2.28,25,54.17,,1.9,150.79,80.57,1.39,180.91,1.08,SUCCESS,False
R027,H044,v2.28,25,60.52,57.89,0.93,173.46,64.17,1.38,190.98,1.97,IN_PROGRESS,False
R027,H045,v2.28,50,45.39,55.56,2.76,107.84,52.45,0.62,223.1,1.79,SUCCESS,False
R027,H046,v2.28,5,49.2,62.91,2.74,201.57,98.95,1.43,219.2,2.22,SUCCESS,False
R027,H047,v2.28,5,26.95,51.68,1.42,138.91,81.23,0.93,211.45,1.62,SUCCESS,False
R027,H048,v2.28,100,61.61,58.41,2.0,292.57,89.23,0.7,215.08,2.07,SUCCESS,False
R027,H049,v2.28,5,42.99,56.61,1.74,239.63,72.43,1.78,172.09,1.96,SUCCESS,False
R027,H050,v2.28,5,50.15,47.11,1.82,107.99,74.74,1.43,188.46,2.56,SUCCESS,False
R028,H001,v2.29,5,68.26,85.33,6.21,483.68,7.38,0.82,193.75,9.33,ROLLED_BACK,True
R028,H002,v2.29,5,73.64,78.16,6.49,,17.73,1.77,197.68,8.76,SUCCESS,True
R028,H003,v2.29,10,79.41,76.85,10.58,643.72,8.74,1.07,239.92,5.81,ROLLED_BACK,True
R028,H004,v2.29,25,71.55,56.32,5.15,715.73,25.61,1.6,142.82,7.22,FAILED,True
R028,H005,v2.29,10,74.32,87.0,10.83,442.09,29.32,1.17,150.83,5.99,FAILED,True
R028,H006,v2.29,5,96.02,93.15,11.4,610.47,17.18,1.58,112.72,5.96,SUCCESS,True
R028,H007,v2.29,10,76.86,78.06,5.54,489.68,26.84,0.63,170.41,9.72,SUCCESS,True
R028,H008,v2.29,10,70.15,84.7,8.88,646.16,17.11,1.94,212.15,7.25,SUCCESS,True
R028,H009,v2.29,25,65.69,77.79,11.33,627.44,23.83,1.87,168.66,10.46,SUCCESS,True
R028,H010,v2.29,5,84.2,70.77,11.54,698.83,10.02,1.52,244.34,6.62,SUCCESS,True
R028,H011,v2.29,25,84.95,84.27,11.39,692.21,22.38,1.03,111.52,10.8,FAILED,True
R028,H012,v2.29,25,79.52,56.96,6.93,488.49,5.09,1.1,112.52,8.69,FAILED,True
R028,H013,v2.29,5,82.05,81.71,6.56,646.47,29.65,0.99,161.51,6.7,ROLLED_BACK,True
R028,H014,v2.29,50,76.26,79.99,9.45,739.71,21.99,1.58,204.97,9.69,SUCCESS,True
R028,H015,v2.29,10,90.61,80.05,7.34,732.62,20.91,1.18,249.57,9.31,SUCCESS,True
R028,H016,v2.29,25,75.14,,11.8,732.99,12.82,1.87,234.74,6.9,SUCCESS,True
R028,H017,v2.29,25,63.79,89.61,8.36,478.81,6.64,1.71,193.93,9.76,SUCCESS,True
R028,H018,v2.29,5,65.8,74.55,5.37,517.16,3.53,0.9,149.57,7.07,SUCCESS,True
R028,H019,v2.29,50,77.07,62.72,9.42,783.02,18.55,1.83,131.38,7.64,ROLLED_BACK,True
R028,H020,v2.29,10,65.21,82.85,5.01,748.97,7.17,0.7,102.5,8.11,SUCCESS,True
R028,H021,v2.29,50,,77.13,7.79,724.27,21.09,0.76,184.28,10.98,SUCCESS,True
R028,H022,v2.29,10,75.83,66.82,7.19,490.16,18.18,1.66,243.01,8.54,SUCCESS,True
R028,H023,v2.29,100,52.87,66.81,8.96,712.95,29.08,0.77,189.18,5.16,FAILED,True
R028,H024,v2.29,10,80.31,57.11,7.23,569.69,25.69,1.63,158.02,8.45,SUCCESS,True
R028,H025,v2.29,10,71.48,71.01,7.66,544.16,23.81,1.27,211.92,7.74,SUCCESS,True
R028,H026,v2.29,5,91.12,72.69,6.7,753.27,18.28,1.58,182.07,8.93,ROLLED_BACK,True
R028,H027,v2.29,50,80.53,69.85,5.01,512.96,17.86,1.15,182.11,9.09,FAILED,True
R028,H028,v2.29,25,72.43,83.66,7.7,401.42,0.89,1.25,191.27,9.29,SUCCESS,True
R028,H029,v2.29,5,83.35,89.71,6.19,762.05,29.69,1.68,140.46,6.4,SUCCESS,True
R028,H030,v2.29,5,66.97,83.04,8.11,663.65,20.92,1.6,204.01,8.08,FAILED,True
R028,H031,v2.29,25,66.77,60.11,6.96,491.12,19.15,1.48,123.26,10.64,FAILED,True
R028,H032,v2.29,5,60.88,81.29,6.43,529.83,20.45,1.69,245.0,5.05,SUCCESS,True
R028,H033,v2.29,10,86.36,83.21,6.55,600.4,23.16,1.95,136.33,7.45,FAILED,True
R028,H034,v2.29,5,78.38,78.76,7.86,792.72,19.16,1.63,229.81,7.66,SUCCESS,True
R028,H035,v2.29,50,83.38,86.17,7.04,595.88,14.15,0.6,214.51,5.77,SUCCESS,True
R028,H036,v2.29,5,46.47,82.0,8.75,651.32,5.36,0.61,237.99,11.45,SUCCESS,True
R028,H037,v2.29,5,69.95,75.9,5.57,592.64,18.19,0.72,103.95,7.84,SUCCESS,True
R028,H038,v2.29,25,70.68,72.52,5.98,605.03,12.7,1.84,122.03,7.25,ROLLED_BACK,True
R028,H039,v2.29,5,73.35,80.63,5.45,555.26,6.9,0.98,179.13,6.02,FAILED,True
R028,H040,v2.29,25,66.75,85.98,8.33,555.39,0.66,1.13,102.87,7.4,SUCCESS,True
R028,H041,v2.29,5,65.39,79.56,11.07,520.62,15.78,1.39,233.83,8.18,ROLLED_BACK,True
R028,H042,v2.29,5,76.33,57.64,8.36,641.88,28.03,1.88,108.16,8.36,SUCCESS,True
R028,H043,v2.29,5,98.32,75.55,6.21,741.05,12.02,1.41,202.26,5.98,SUCCESS,True
R028,H044,v2.29,100,74.55,82.57,8.93,638.44,25.15,1.61,181.17,7.87,SUCCESS,True
R028,H045,v2.29,100,60.51,91.35,8.28,762.51,26.86,1.83,176.31,11.51,SUCCESS,True
R028,H046,v2.29,10,76.73,75.18,8.19,685.58,14.82,1.28,216.86,10.55,ROLLED_BACK,True
R028,H047,v2.29,5,73.18,77.57,7.49,461.58,28.81,1.09,210.09,9.84,FAILED,True
R028,H048,v2.29,5,83.62,77.91,10.49,712.37,29.7,1.59,190.31,11.49,FAILED,True
R028,H049,v2.29,50,76.55,72.57,8.51,547.56,21.97,0.54,108.53,5.74,SUCCESS,True
R028,H050,v2.29,25,85.26,68.37,6.61,463.54,21.24,1.04,196.22,10.48,SUCCESS,True
R029,H001,v2.30,10,46.1,55.05,1.48,114.97,71.08,1.49,118.62,1.69,SUCCESS,False
R029,H002,v2.30,50,38.92,39.93,1.91,290.14,51.65,1.05,207.28,0.77,SUCCESS,False
R029,H003,v2.30,10,70.54,61.82,2.68,249.26,73.09,1.2,196.74,1.74,SUCCESS,False
R029,H004,v2.30,5,44.4,61.54,1.81,168.99,97.91,0.76,173.28,0.76,SUCCESS,False
R029,H005,v2.30,10,53.95,42.84,2.59,138.5,53.07,1.99,145.36,2.27,IN_PROGRESS,False
R029,H006,v2.30,10,50.18,46.34,1.82,202.89,50.94,1.17,246.0,1.92,SUCCESS,False
R029,H007,v2.30,25,52.21,49.22,1.2,201.4,85.28,1.35,202.37,2.43,SUCCESS,False
R029,H008,v2.30,5,42.57,62.47,1.22,281.2,53.15,1.78,205.38,1.4,SUCCESS,False
R029,H009,v2.30,25,47.32,48.01,2.44,183.47,86.79,1.81,217.73,2.93,SUCCESS,False
R029,H010,v2.30,5,31.85,57.5,1.38,168.58,62.15,1.6,229.75,1.32,SUCCESS,False
R029,H011,v2.30,5,51.34,45.82,2.04,196.03,59.02,1.76,211.27,2.0,SUCCESS,False
R029,H012,v2.30,25,42.42,41.64,0.56,233.71,67.73,1.18,150.04,2.61,SUCCESS,False
R029,H013,v2.30,5,56.19,41.34,1.54,123.55,86.24,1.05,210.78,1.33,SUCCESS,False
R029,H014,v2.30,25,38.2,57.73,1.28,104.05,70.05,1.72,152.42,2.42,SUCCESS,False
R029,H015,v2.30,5,100.0,59.16,0.53,170.89,53.9,0.78,245.79,2.36,SUCCESS,False
R029,H016,v2.30,50,44.9,50.2,1.72,270.47,98.55,1.59,227.92,0.99,SUCCESS,False
R029,H017,v2.30,25,37.21,56.67,2.08,124.65,82.76,1.88,138.27,1.73,SUCCESS,False
R029,H018,v2.30,25,32.82,47.53,0.57,189.98,90.77,1.71,236.21,2.13,SUCCESS,False
R029,H019,v2.30,25,48.64,58.67,1.44,248.66,51.43,0.91,219.44,1.64,IN_PROGRESS,False
R029,H020,v2.30,25,27.85,62.44,1.93,299.37,50.38,0.83,130.9,2.65,SUCCESS,False
R029,H021,v2.30,50,63.73,53.88,2.81,147.38,57.95,1.44,134.16,1.85,SUCCESS,False
R029,H022,v2.30,25,55.68,47.58,2.72,215.19,70.38,1.78,249.74,2.1,SUCCESS,False
R029,H023,v2.30,5,48.07,44.07,0.55,131.19,88.11,0.51,108.27,2.45,SUCCESS,False
R029,H024,v2.30,5,42.98,63.79,0.72,223.28,76.56,1.0,237.27,1.14,IN_PROGRESS,False
R029,H025,v2.30,10,67.68,65.83,2.29,276.42,66.84,1.45,234.08,0.72,SUCCESS,False
R029,H026,v2.30,5,39.86,48.58,0.59,155.12,71.3,0.68,240.23,2.23,SUCCESS,False
R029,H027,v2.30,5,41.31,45.66,1.28,229.56,74.47,1.78,216.23,0.65,SUCCESS,False
R029,H028,v2.30,10,61.21,60.88,2.28,247.4,84.67,0.54,108.74,0.76,SUCCESS,False
R029,H029,v2.30,50,50.94,58.47,2.53,230.03,85.18,1.58,220.84,1.93,SUCCESS,False
R029,H030,v2.30,10,18.0,48.29,0.69,152.37,55.54,0.55,140.7,2.88,SUCCESS,False
R029,H031,v2.30,25,54.71,47.9,2.38,136.22,54.05,1.05,167.81,0.61,SUCCESS,False
R029,H032,v2.30,5,43.9,52.87,1.48,219.56,85.25,0.76,100.65,1.42,SUCCESS,False
R029,H033,v2.30,5,52.72,75.48,0.51,211.05,66.73,0.78,191.46,2.83,IN_PROGRESS,False
R029,H034,v2.30,10,81.98,58.4,0.56,150.72,99.35,1.24,194.42,1.28,SUCCESS,False
R029,H035,v2.30,5,67.85,61.4,2.06,233.25,70.41,0.87,140.92,1.16,SUCCESS,False
R029,H036,v2.30,50,55.91,50.21,1.4,291.32,95.8,1.24,182.85,2.98,SUCCESS,False
R029,H037,v2.30,50,40.25,54.61,2.6,249.03,60.47,1.87,185.88,0.65,SUCCESS,False
R029,H038,v2.30,5,52.16,58.36,2.34,258.8,88.36,0.79,133.0,1.39,IN_PROGRESS,False
R029,H039,v2.30,25,53.48,53.44,2.87,196.83,64.14,1.85,119.31,1.44,SUCCESS,False
R029,H040,v2.30,10,44.37,65.91,2.51,296.2,92.25,1.87,152.37,1.47,IN_PROGRESS,False
R029,H041,v2.30,10,35.69,54.71,2.28,207.26,90.53,0.96,147.1,2.75,SUCCESS,False
R029,H042,v2.30,5,49.19,61.85,2.52,172.64,91.23,0.55,227.85,2.65,SUCCESS,False
R029,H043,v2.30,5,35.99,55.64,2.03,262.12,89.4,1.97,160.99,1.96,SUCCESS,False
R029,H044,v2.30,5,47.24,49.57,0.79,266.85,81.06,0.56,109.46,1.74,SUCCESS,False
R029,H045,v2.30,5,47.26,59.59,0.99,285.21,52.59,0.53,166.85,0.76,SUCCESS,False
R029,H046,v2.30,50,61.14,66.15,2.91,293.32,79.49,1.61,106.01,1.44,SUCCESS,False
R029,H047,v2.30,25,55.13,59.44,2.33,115.41,95.97,1.35,164.45,2.49,SUCCESS,False
R029,H048,v2.30,25,32.12,70.36,0.82,192.87,86.53,1.27,126.62,0.91,IN_PROGRESS,False
R029,H049,v2.30,10,70.45,50.8,1.39,138.5,68.16,0.71,245.58,2.55,SUCCESS,False
R029,H050,v2.30,10,44.0,51.07,0.55,145.62,67.27,1.5,219.93,0.56,SUCCESS,False
R030,H001,v2.31,10,63.16,71.21,7.45,489.75,29.5,0.81,202.03,10.57,SUCCESS,True
R030,H002,v2.31,5,59.1,72.56,10.44,770.6,22.36,0.52,232.15,10.71,SUCCESS,True
R030,H003,v2.31,10,68.52,82.96,9.79,744.98,12.9,1.93,208.43,8.36,FAILED,True
R030,H004,v2.31,10,79.22,59.79,5.88,779.99,4.67,0.76,170.79,11.02,SUCCESS,True
R030,H005,v2.31,5,62.15,83.03,10.18,780.26,15.33,0.59,181.83,5.96,SUCCESS,True
R030,H006,v2.31,10,62.03,76.57,7.4,,2.45,1.73,186.57,11.33,FAILED,True
R030,H007,v2.31,25,72.32,85.29,9.58,601.63,14.38,0.78,125.61,10.09,SUCCESS,True
R030,H008,v2.31,10,69.28,68.83,9.85,711.9,7.71,0.82,240.19,6.67,SUCCESS,True
R030,H009,v2.31,5,47.63,75.16,8.02,555.36,23.04,1.52,216.86,11.72,SUCCESS,True
R030,H010,v2.31,25,75.37,90.81,10.98,700.44,28.69,1.2,221.52,10.45,SUCCESS,True
R030,H011,v2.31,50,63.03,78.58,8.53,462.3,0.37,1.89,109.47,5.9,FAILED,True
R030,H012,v2.31,10,61.25,62.58,10.88,659.1,19.08,0.75,241.25,9.97,ROLLED_BACK,True
R030,H013,v2.31,50,100.0,76.69,6.53,784.59,11.35,1.38,199.36,8.74,FAILED,True
R030,H014,v2.31,10,97.61,78.51,5.58,416.13,9.27,0.97,238.23,6.81,FAILED,True
R030,H015,v2.31,25,77.44,86.27,9.54,522.9,2.47,0.75,109.52,7.6,ROLLED_BACK,True
R030,H016,v2.31,50,69.24,69.54,10.35,682.68,26.55,1.17,214.77,9.31,SUCCESS,True
R030,H017,v2.31,10,88.19,68.92,6.15,615.81,3.01,0.64,208.98,8.56,SUCCESS,True
R030,H018,v2.31,50,81.59,65.0,11.41,529.57,15.16,0.91,214.73,11.3,SUCCESS,True
R030,H019,v2.31,5,72.08,76.46,11.65,681.23,9.87,1.4,219.51,11.64,FAILED,True
R030,H020,v2.31,100,66.51,70.82,10.31,771.87,19.04,0.9,147.34,9.2,FAILED,True
R030,H021,v2.31,10,97.37,72.07,11.96,663.62,0.83,1.44,170.29,10.56,FAILED,True
R030,H022,v2.31,5,60.48,83.46,6.42,610.38,11.98,1.52,249.64,5.46,FAILED,True
R030,H023,v2.31,5,70.64,79.58,7.83,792.62,20.14,1.73,211.63,6.11,SUCCESS,True
R030,H024,v2.31,10,71.36,64.15,10.2,739.18,17.83,1.71,163.95,8.22,FAILED,True
R030,H025,v2.31,50,71.54,64.29,11.54,478.02,24.55,1.36,100.7,10.91,ROLLED_BACK,True
R030,H026,v2.31,100,62.65,84.36,11.57,666.28,4.07,0.85,182.19,5.33,SUCCESS,True
R030,H027,v2.31,5,55.09,79.01,11.7,497.73,21.77,1.03,236.71,11.34,FAILED,True
R030,H028,v2.31,50,85.9,72.67,8.67,746.78,17.81,1.75,154.07,9.39,SUCCESS,True
R030,H029,v2.31,25,86.36,79.24,7.07,656.63,14.41,1.45,207.43,5.36,SUCCESS,True
R030,H030,v2.31,5,87.63,66.04,8.83,530.09,6.48,1.2,249.19,5.63,FAILED,True
R030,H031,v2.31,10,74.52,50.59,8.18,403.6,17.62,1.38,205.52,7.77,FAILED,True
R030,H032,v2.31,5,69.67,77.55,11.64,617.26,20.8,0.88,169.62,7.14,SUCCESS,True
