release_id,hospital_id,version,rollout_stage,cpu_usage,memory_usage,error_rate,latency_ms,error_budget_remaining,stable_error_rate,stable_latency_ms,canary_error_rate,deployment_status,harmful,missing_metric,noisy_metric,error_budget_status,canary_error_difference,canary_latency_difference,canary_error_ratio,canary_risk,fallback_action,risk_score,risk_decision
R023,H024,v2.24,10,39.61,63.9,1.29,112.11,78.39,1.15,170.08,2.22,SUCCESS,False,False,False,HEALTHY,1.0700000000000003,-57.97000000000001,1.930434782608696,WARNING,PROCESS,20,SAFE
R023,H025,v2.24,10,37.3,62.71,0.85,131.33,93.64,1.27,195.45,2.1,SUCCESS,False,False,False,HEALTHY,0.8300000000000001,-64.11999999999998,1.6535433070866141,SAFE,PROCESS,0,SAFE
R023,H026,v2.24,50,46.38,56.43,1.74,194.54,93.52,1.82,191.02,1.28,SUCCESS,False,False,False,HEALTHY,-0.54,3.519999999999982,0.7032967032967032,SAFE,PROCESS,0,SAFE
R023,H027,v2.24,5,58.25,41.19,0.69,151.57,65.76,1.51,222.46,0.74,SUCCESS,False,False,False,HEALTHY,-0.77,-70.89000000000001,0.4900662251655629,SAFE,PROCESS,0,SAFE
R023,H028,v2.24,10,59.07,43.39,1.55,112.23,90.67,1.19,245.44,1.72,SUCCESS,False,False,False,HEALTHY,0.53,-133.20999999999998,1.4453781512605042,SAFE,PROCESS,0,SAFE
R023,H029,v2.24,50,59.96,54.35,2.42,262.39,82.14,1.59,184.75,2.53,SUCCESS,False,False,False,HEALTHY,0.9399999999999997,77.63999999999999,1.591194968553459,SAFE,PROCESS,0,SAFE
R023,H030,v2.24,5,56.42,51.94,1.47,123.82,57.83,0.58,243.81,0.7,SUCCESS,False,False,False,HEALTHY,0.12,-119.99000000000001,1.206896551724138,SAFE,PROCESS,0,SAFE
R023,H031,v2.24,100,77.15,67.02,1.79,101.75,54.88,1.16,177.73,0.5,SUCCESS,False,False,False,HEALTHY,-0.6599999999999999,-75.97999999999999,0.4310344827586207,SAFE,PROCESS,0,SAFE
R023,H032,v2.24,50,49.06,56.45,1.77,135.09,94.42,1.89,246.38,2.52,SUCCESS,False,False,False,HEALTHY,0.6300000000000001,-111.28999999999999,1.3333333333333335,SAFE,PROCESS,0,SAFE
R023,H033,v2.24,5,62.97,54.36,2.54,283.2,97.49,0.56,212.99,1.24,SUCCESS,False,False,False,HEALTHY,0.6799999999999999,70.20999999999998,2.214285714285714,SAFE,PROCESS,0,SAFE
R023,H034,v2.24,50,41.41,60.43,2.87,112.16,65.22,1.21,224.39,2.75,SUCCESS,False,False,False,HEALTHY,1.54,-112.22999999999999,2.272727272727273,WARNING,PROCESS,20,SAFE
R023,H035,v2.24,10,49.52,44.06,2.49,213.79,81.83,0.79,130.58,2.73,SUCCESS,False,False,False,HEALTHY,1.94,83.20999999999998,3.4556962025316453,WARNING,PROCESS,20,SAFE
R023,H036,v2.24,25,42.82,61.27,2.42,102.53,53.26,0.6,228.98,1.04,SUCCESS,False,False,False,HEALTHY,0.44000000000000006,-126.44999999999999,1.7333333333333334,SAFE,PROCESS,0,SAFE
R023,H037,v2.24,5,54.26,47.16,0.71,136.27,82.68,1.25,205.73,1.69,SUCCESS,False,False,False,HEALTHY,0.43999999999999995,-69.45999999999998,1.3519999999999999,SAFE,PROCESS,0,SAFE
R023,H038,v2.24,5,42.15,70.59,2.44,243.85,52.44,0.84,159.27,0.82,SUCCESS,False,False,False,HEALTHY,-0.020000000000000018,84.57999999999998,0.9761904761904762,SAFE,PROCESS,0,SAFE
R023,H039,v2.24,5,32.29,45.16,1.24,130.48,56.61,1.44,187.36,0.85,SUCCESS,False,False,False,HEALTHY,-0.59,-56.880000000000024,0.5902777777777778,SAFE,PROCESS,0,SAFE
R023,H040,v2.24,100,42.77,37.6,1.31,136.58,97.25,1.37,248.14,0.86,IN_PROGRESS,False,False,False,HEALTHY,-0.5100000000000001,-111.55999999999997,0.6277372262773722,SAFE,PROCESS,5,SAFE
R023,H041,v2.24,10,48.74,46.42,1.18,170.38,71.41,0.78,154.58,0.74,IN_PROGRESS,False,False,False,HEALTHY,-0.040000000000000036,15.799999999999983,0.9487179487179487,SAFE,PROCESS,5,SAFE
R023,H042,v2.24,50,59.07,58.25,0.69,192.57,88.48,1.93,218.52,2.97,IN_PROGRESS,False,False,False,HEALTHY,1.0400000000000003,-25.950000000000017,1.5388601036269431,WARNING,PROCESS,25,SAFE
R023,H043,v2.24,25,54.6,62.31,1.26,107.13,79.31,1.64,178.48,2.84,SUCCESS,False,False,False,HEALTHY,1.2,-71.35,1.7317073170731707,WARNING,PROCESS,20,SAFE
R023,H044,v2.24,50,35.75,47.2,0.52,266.72,81.54,1.72,196.76,0.72,SUCCESS,False,False,False,HEALTHY,-1.0,69.96000000000004,0.41860465116279066,SAFE,PROCESS,0,SAFE
R023,H045,v2.24,5,49.22,50.88,0.66,257.83,51.45,1.66,107.81,1.82,SUCCESS,False,False,False,HEALTHY,0.16000000000000014,150.01999999999998,1.0963855421686748,WARNING,PROCESS,20,SAFE
R023,H046,v2.24,10,36.59,59.31,2.03,225.66,81.04,1.33,219.97,2.34,IN_PROGRESS,False,False,False,HEALTHY,1.0099999999999998,5.689999999999998,1.7593984962406013,WARNING,PROCESS,25,SAFE
R023,H047,v2.24,10,63.3,50.28,2.27,108.03,54.41,1.51,114.92,1.87,IN_PROGRESS,False,False,False,HEALTHY,0.3600000000000001,-6.890000000000001,1.2384105960264902,SAFE,PROCESS,5,SAFE
R023,H048,v2.24,50,45.47,68.75,2.14,168.06,71.22,1.88,153.03,1.31,SUCCESS,False,False,False,HEALTHY,-0.5699999999999998,15.030000000000001,0.696808510638298,SAFE,PROCESS,0,SAFE
R023,H049,v2.24,10,55.85,55.45,2.72,133.89,98.56,1.84,174.49,1.68,SUCCESS,False,False,False,HEALTHY,-0.16000000000000014,-40.60000000000002,0.9130434782608695,SAFE,PROCESS,0,SAFE
R023,H050,v2.24,5,56.05,52.76,1.96,142.97,99.67,1.61,215.5,2.72,SUCCESS,False,False,False,HEALTHY,1.11,-72.53,1.68944099378882,WARNING,PROCESS,20,SAFE
R024,H001,v2.25,100,47.22,55.28,1.53,114.68,52.0,1.96,139.32,1.51,SUCCESS,False,False,False,HEALTHY,-0.44999999999999996,-24.639999999999986,0.7704081632653061,SAFE,PROCESS,0,SAFE
R024,H002,v2.25,50,51.85,52.07,1.48,253.22,67.3,1.62,132.86,1.61,SUCCESS,False,False,False,HEALTHY,-0.010000000000000009,120.35999999999999,0.9938271604938271,WARNING,PROCESS,20,SAFE
R024,H003,v2.25,5,60.11,54.34,1.4,286.49,96.71,1.29,104.93,2.08,SUCCESS,False,False,False,HEALTHY,0.79,181.56,1.6124031007751938,WARNING,PROCESS,20,SAFE
R024,H004,v2.25,10,55.97,54.7,1.58,257.13,93.85,0.76,174.24,2.85,SUCCESS,False,False,False,HEALTHY,2.09,82.88999999999999,3.75,CRITICAL,PROCESS,40,BLOCK
R024,H005,v2.25,10,63.27,33.56,2.96,112.0,88.7,1.04,223.95,1.72,SUCCESS,False,False,False,HEALTHY,0.6799999999999999,-111.94999999999999,1.6538461538461537,SAFE,PROCESS,0,SAFE
R024,H006,v2.25,50,37.75,58.04,1.21,183.33,76.24,0.99,149.36,1.38,SUCCESS,False,False,False,HEALTHY,0.3899999999999999,33.97,1.3939393939393938,SAFE,PROCESS,0,SAFE
R024,H007,v2.25,10,45.47,60.24,1.52,199.71,82.97,0.69,214.12,1.83,SUCCESS,False,False,False,HEALTHY,1.1400000000000001,-14.409999999999997,2.6521739130434785,WARNING,PROCESS,20,SAFE
R024,H008,v2.25,10,52.62,58.0,1.53,136.77,76.62,1.74,167.68,2.85,SUCCESS,False,False,False,HEALTHY,1.11,-30.909999999999997,1.6379310344827587,WARNING,PROCESS,20,SAFE
R024,H009,v2.25,100,49.02,42.88,0.61,192.51,88.97,1.28,121.1,1.55,SUCCESS,False,False,False,HEALTHY,0.27,71.41,1.2109375,SAFE,PROCESS,0,SAFE
R024,H010,v2.25,25,42.24,77.67,2.59,287.19,69.83,0.63,210.08,2.97,IN_PROGRESS,False,False,False,HEALTHY,2.3400000000000003,77.10999999999999,4.714285714285714,CRITICAL,PROCESS,45,BLOCK
R024,H011,v2.25,5,54.03,59.08,2.08,202.79,69.54,0.91,215.19,2.27,SUCCESS,False,False,False,HEALTHY,1.3599999999999999,-12.400000000000006,2.4945054945054945,WARNING,PROCESS,20,SAFE
R024,H012,v2.25,10,63.05,50.53,1.73,277.84,68.47,1.83,137.8,1.37,SUCCESS,False,False,False,HEALTHY,-0.45999999999999996,140.03999999999996,0.7486338797814208,WARNING,PROCESS,20,SAFE
R024,H013,v2.25,10,43.66,59.58,2.24,220.53,63.66,0.92,198.39,0.96,SUCCESS,False,False,False,HEALTHY,0.039999999999999925,22.140000000000015,1.0434782608695652,SAFE,PROCESS,0,SAFE
R024,H014,v2.25,10,62.78,59.2,1.34,276.25,91.12,1.65,213.69,2.04,SUCCESS,False,False,False,HEALTHY,0.3900000000000001,62.56,1.2363636363636366,SAFE,PROCESS,0,SAFE
R024,H015,v2.25,10,54.9,62.39,2.21,143.43,92.08,1.55,171.37,2.96,SUCCESS,False,False,False,HEALTHY,1.41,-27.939999999999998,1.9096774193548387,WARNING,PROCESS,20,SAFE
R024,H016,v2.25,5,70.22,60.77,1.48,199.71,55.43,1.31,121.88,2.69,SUCCESS,False,False,False,HEALTHY,1.38,77.83000000000001,2.0534351145038165,WARNING,PROCESS,20,SAFE
R024,H017,v2.25,5,50.72,63.63,0.56,243.34,89.47,1.65,160.77,0.78,SUCCESS,False,False,False,HEALTHY,-0.8699999999999999,82.57,0.4727272727272728,SAFE,PROCESS,0,SAFE
R024,H018,v2.25,100,55.22,50.79,2.14,138.55,56.59,1.06,224.41,1.26,SUCCESS,False,False,False,HEALTHY,0.19999999999999996,-85.85999999999999,1.1886792452830188,SAFE,PROCESS,0,SAFE
R024,H019,v2.25,100,58.18,56.16,1.77,208.74,63.45,0.52,181.14,1.68,SUCCESS,False,False,False,HEALTHY,1.16,27.600000000000023,3.2307692307692304,WARNING,PROCESS,20,SAFE
R024,H020,v2.25,25,61.44,42.37,0.74,170.91,95.78,0.96,180.04,1.13,SUCCESS,False,False,False,HEALTHY,0.16999999999999993,-9.129999999999995,1.1770833333333333,SAFE,PROCESS,0,SAFE
R024,H021,v2.25,100,54.6,70.68,0.55,112.4,93.44,1.9,245.4,2.72,SUCCESS,False,False,False,HEALTHY,0.8200000000000003,-133.0,1.4315789473684213,SAFE,PROCESS,0,SAFE
R024,H022,v2.25,50,35.28,36.72,1.88,121.12,62.21,1.14,117.01,2.98,SUCCESS,False,False,False,HEALTHY,1.84,4.109999999999999,2.6140350877192984,WARNING,PROCESS,20,SAFE
R024,H023,v2.25,10,64.99,60.88,0.56,214.13,50.87,1.66,177.5,2.71,SUCCESS,False,False,False,HEALTHY,1.05,36.629999999999995,1.6325301204819278,WARNING,PROCESS,20,SAFE
R024,H024,v2.25,10,49.17,63.77,1.79,267.16,63.26,1.97,129.9,2.35,SUCCESS,False,False,False,HEALTHY,0.3800000000000001,137.26000000000002,1.1928934010152286,WARNING,PROCESS,20,SAFE
R024,H025,v2.25,50,35.44,71.83,2.44,247.96,54.37,1.93,231.93,1.85,IN_PROGRESS,False,False,False,HEALTHY,-0.07999999999999985,16.03,0.9585492227979275,SAFE,PROCESS,5,SAFE
R024,H026,v2.25,25,44.92,61.52,0.97,181.28,98.27,1.51,131.6,2.33,SUCCESS,False,False,False,HEALTHY,0.8200000000000001,49.68000000000001,1.5430463576158941,SAFE,PROCESS,0,SAFE
R024,H027,v2.25,5,55.09,62.76,2.93,150.96,75.06,1.34,143.54,1.71,SUCCESS,False,False,False,HEALTHY,0.3699999999999999,7.420000000000016,1.2761194029850744,SAFE,PROCESS,0,SAFE
R024,H028,v2.25,10,29.2,57.23,0.5,161.59,69.67,1.04,102.54,1.2,SUCCESS,False,False,False,HEALTHY,0.15999999999999992,59.05,1.1538461538461537,SAFE,PROCESS,0,SAFE
R024,H029,v2.25,25,63.76,55.68,1.57,240.32,70.89,1.71,167.8,1.59,SUCCESS,False,False,False,HEALTHY,-0.11999999999999988,72.51999999999998,0.9298245614035089,SAFE,PROCESS,0,SAFE
R024,H030,v2.25,5,63.43,57.86,2.47,172.9,79.69,1.04,134.56,2.97,SUCCESS,False,False,False,HEALTHY,1.9300000000000002,38.34,2.855769230769231,WARNING,PROCESS,20,SAFE
R024,H031,v2.25,25,50.13,64.1,2.21,217.59,64.23,0.79,170.25,2.61,SUCCESS,False,False,False,HEALTHY,1.8199999999999998,47.34,3.3037974683544302,WARNING,PROCESS,20,SAFE
R024,H032,v2.25,25,40.05,53.19,1.55,138.85,69.22,0.56,201.37,1.54,SUCCESS,False,False,False,HEALTHY,0.98,-62.52000000000001,2.75,SAFE,PROCESS,0,SAFE
R024,H033,v2.25,5,53.53,44.31,1.67,183.97,71.87,1.9,202.93,2.72,SUCCESS,False,False,False,HEALTHY,0.8200000000000003,-18.960000000000008,1.4315789473684213,SAFE,PROCESS,0,SAFE
R024,H034,v2.25,25,50.65,48.95,0.9,101.55,56.86,1.2,113.93,1.56,SUCCESS,False,False,False,HEALTHY,0.3600000000000001,-12.38000000000001,1.3,SAFE,PROCESS,0,SAFE
R024,H035,v2.25,25,44.81,55.06,0.67,151.51,86.98,1.71,167.88,1.86,SUCCESS,False,False,False,HEALTHY,0.15000000000000013,-16.370000000000005,1.087719298245614,SAFE,PROCESS,0,SAFE
R024,H036,v2.25,50,67.16,55.75,2.77,284.21,75.58,1.05,210.41,1.84,SUCCESS,False,False,False,HEALTHY,0.79,73.79999999999998,1.7523809523809524,SAFE,PROCESS,0,SAFE
R024,H037,v2.25,5,78.95,55.96,1.34,114.33,88.67,1.15,119.06,2.86,SUCCESS,False,False,False,HEALTHY,1.71,-4.730000000000004,2.4869565217391307,WARNING,PROCESS,20,SAFE
R024,H038,v2.25,10,41.03,51.93,3.0,109.84,72.6,0.8,118.66,1.6,SUCCESS,False,False,False,HEALTHY,0.8,-8.819999999999993,2.0,SAFE,PROCESS,20,SAFE
R024,H039,v2.25,50,55.98,57.65,2.59,221.66,75.16,1.0,188.7,1.47,SUCCESS,False,False,False,HEALTHY,0.47,32.96000000000001,1.47,SAFE,PROCESS,0,SAFE
R024,H040,v2.25,10,40.8,41.08,2.01,299.96,60.42,1.66,164.75,1.73,SUCCESS,False,False,False,HEALTHY,0.07000000000000006,135.20999999999998,1.0421686746987953,WARNING,PROCESS,20,SAFE
R024,H041,v2.25,10,41.25,62.01,1.36,298.09,88.04,0.81,204.3,1.44,SUCCESS,False,False,False,HEALTHY,0.6299999999999999,93.78999999999996,1.7777777777777777,SAFE,PROCESS,0,SAFE
R024,H042,v2.25,25,35.18,58.61,1.5,251.66,58.89,1.78,240.88,2.13,SUCCESS,False,False,False,HEALTHY,0.34999999999999987,10.780000000000001,1.196629213483146,SAFE,PROCESS,0,SAFE
R024,H043,v2.25,10,42.85,48.37,1.91,200.79,53.38,1.62,184.4,1.01,SUCCESS,False,False,False,HEALTHY,-0.6100000000000001,16.389999999999986,0.6234567901234568,SAFE,PROCESS,0,SAFE
R024,H044,v2.25,50,40.91,59.89,2.22,154.48,54.19,1.77,176.73,2.58,SUCCESS,False,False,False,HEALTHY,0.81,-22.25,1.457627118644068,SAFE,PROCESS,0,SAFE
R024,H045,v2.25,10,64.19,44.57,2.87,108.25,80.45,1.48,173.13,2.8,SUCCESS,False,False,False,HEALTHY,1.3199999999999998,-64.88,1.8918918918918919,WARNING,PROCESS,20,SAFE
R024,H046,v2.25,50,63.58,62.09,1.96,128.66,67.75,1.12,180.2,1.61,SUCCESS,False,False,False,HEALTHY,0.49,-51.53999999999999,1.4375,SAFE,PROCESS,0,SAFE
R024,H047,v2.25,5,43.81,58.35,2.18,147.27,50.84,1.84,170.77,1.6,SUCCESS,False,False,False,HEALTHY,-0.24,-23.5,0.8695652173913043,SAFE,PROCESS,0,SAFE
R024,H048,v2.25,5,39.95,57.63,2.86,286.62,80.72,1.54,104.36,1.06,SUCCESS,False,False,False,HEALTHY,-0.48,182.26,0.6883116883116883,WARNING,PROCESS,20,SAFE
R024,H049,v2.25,5,66.16,46.85,1.67,176.74,62.25,1.01,111.53,0.8,SUCCESS,False,False,False,HEALTHY,-0.20999999999999996,65.21000000000001,0.7920792079207921,SAFE,PROCESS,0,SAFE
R024,H050,v2.25,25,43.46,71.97,1.5,218.57,65.17,1.01,133.9,1.73,SUCCESS,False,False,False,HEALTHY,0.72,84.66999999999999,1.7128712871287128,SAFE,PROCESS,0,SAFE
R025,H001,v2.26,5,48.65,,1.96,129.41,87.21,0.78,184.08,2.41,IN_PROGRESS,False,True,False,HEALTHY,1.6300000000000001,-54.670000000000016,3.08974358974359,WARNING,HOLD,25,HOLD
R025,H002,v2.26,10,40.46,50.73,1.52,122.33,67.69,1.8,116.45,1.6,SUCCESS,False,False,False,HEALTHY,-0.19999999999999996,5.8799999999999955,0.888888888888889,SAFE,PROCESS,0,SAFE
R025,H003,v2.26,5,59.57,54.96,2.92,172.45,83.11,1.57,211.36,2.13,SUCCESS,False,False,False,HEALTHY,0.5599999999999998,-38.910000000000025,1.356687898089172,SAFE,PROCESS,0,SAFE
R025,H004,v2.26,50,39.46,60.81,0.59,111.93,53.88,0.67,117.98,1.43,SUCCESS,False,False,False,HEALTHY,0.7599999999999999,-6.049999999999997,2.134328358208955,SAFE,PROCESS,0,SAFE
R025,H005,v2.26,25,35.6,39.45,2.92,236.28,86.69,1.24,164.53,1.29,SUCCESS,False,False,False,HEALTHY,0.050000000000000044,71.75,1.0403225806451613,SAFE,PROCESS,0,SAFE
R025,H006,v2.26,50,34.2,45.48,3.0,196.49,90.25,1.07,230.38,2.51,IN_PROGRESS,False,False,False,HEALTHY,1.4399999999999997,-33.889999999999986,2.345794392523364,WARNING,PROCESS,45,WARNING
R025,H007,v2.26,50,44.79,48.65,1.8,155.44,54.39,1.34,183.94,1.03,SUCCESS,False,False,False,HEALTHY,-0.31000000000000005,-28.5,0.7686567164179104,SAFE,PROCESS,0,SAFE
R025,H008,v2.26,5,59.68,100.0,2.46,278.32,67.6,0.8,184.07,1.91,SUCCESS,False,False,True,HEALTHY,1.1099999999999999,94.25,2.3874999999999997,WARNING,HOLD,40,HOLD
R025,H009,v2.26,10,63.04,51.51,2.41,126.8,95.41,0.79,173.23,0.72,SUCCESS,False,False,False,HEALTHY,-0.07000000000000006,-46.42999999999999,0.9113924050632911,SAFE,PROCESS,0,SAFE
R025,H010,v2.26,10,47.75,52.2,1.52,,99.64,1.31,229.11,2.85,IN_PROGRESS,False,True,False,HEALTHY,1.54,,2.1755725190839694,UNKNOWN,HOLD,25,HOLD
R025,H011,v2.26,100,58.37,34.47,1.88,177.81,98.83,0.52,181.8,3.0,IN_PROGRESS,False,False,False,HEALTHY,2.48,-3.990000000000009,5.769230769230769,CRITICAL,PROCESS,45,BLOCK
R025,H012,v2.26,100,43.92,68.39,0.66,261.94,68.12,1.84,162.39,2.88,SUCCESS,False,False,False,HEALTHY,1.0399999999999998,99.55000000000001,1.5652173913043477,WARNING,PROCESS,20,SAFE
R025,H013,v2.26,10,38.61,66.32,2.84,213.13,74.95,1.42,245.03,0.82,SUCCESS,False,False,False,HEALTHY,-0.6,-31.900000000000006,0.5774647887323944,SAFE,PROCESS,0,SAFE
R025,H014,v2.26,10,58.18,60.28,1.52,179.19,95.83,0.73,111.07,2.89,SUCCESS,False,False,False,HEALTHY,2.16,68.12,3.9589041095890414,CRITICAL,PROCESS,40,BLOCK
R025,H015,v2.26,5,58.52,42.89,1.44,178.81,54.36,1.04,126.62,1.85,SUCCESS,False,False,False,HEALTHY,0.81,52.19,1.778846153846154,SAFE,PROCESS,0,SAFE
R025,H016,v2.26,100,58.67,53.11,2.62,148.32,53.26,1.02,197.23,2.23,IN_PROGRESS,False,False,False,HEALTHY,1.21,-48.91,2.1862745098039214,WARNING,PROCESS,25,SAFE
R025,H017,v2.26,10,29.56,60.13,1.59,167.04,77.13,1.45,247.54,1.34,SUCCESS,False,False,False,HEALTHY,-0.10999999999999988,-80.5,0.9241379310344828,SAFE,PROCESS,0,SAFE
R025,H018,v2.26,5,36.57,41.16,1.71,233.8,60.66,1.61,104.44,1.42,SUCCESS,False,False,False,HEALTHY,-0.19000000000000017,129.36,0.8819875776397514,WARNING,PROCESS,20,SAFE
R025,H019,v2.26,10,61.86,43.78,0.98,,66.28,1.01,141.55,1.67,SUCCESS,False,True,False,HEALTHY,0.6599999999999999,,1.6534653465346534,UNKNOWN,HOLD,20,HOLD
R025,H020,v2.26,5,57.9,59.16,1.49,212.84,81.11,1.56,159.05,1.07,SUCCESS,False,False,False,HEALTHY,-0.49,53.78999999999999,0.6858974358974359,SAFE,PROCESS,0,SAFE
R025,H021,v2.26,100,57.09,56.3,1.5,163.82,52.46,1.07,214.78,2.72,SUCCESS,False,False,False,HEALTHY,1.6500000000000001,-50.96000000000001,2.542056074766355,WARNING,PROCESS,20,SAFE
R025,H022,v2.26,5,54.64,45.66,2.2,197.51,82.81,1.79,167.69,0.6,SUCCESS,False,False,False,HEALTHY,-1.19,29.819999999999993,0.33519553072625696,SAFE,PROCESS,0,SAFE
R025,H023,v2.26,5,51.7,58.86,1.08,150.35,94.89,1.83,148.33,1.67,SUCCESS,False,False,False,HEALTHY,-0.16000000000000014,2.019999999999982,0.9125683060109289,SAFE,PROCESS,0,SAFE
R025,H024,v2.26,50,61.73,50.81,1.82,236.89,57.64,1.88,164.12,2.06,SUCCESS,False,False,False,HEALTHY,0.18000000000000016,72.76999999999998,1.095744680851064,SAFE,PROCESS,0,SAFE
R025,H025,v2.26,5,38.44,46.13,2.37,211.36,65.37,1.6,142.7,2.71,SUCCESS,False,False,False,HEALTHY,1.1099999999999999,68.66000000000003,1.6937499999999999,WARNING,PROCESS,20,SAFE
R025,H026,v2.26,10,61.78,46.01,1.04,241.88,78.26,1.22,153.35,2.84,SUCCESS,False,False,False,HEALTHY,1.6199999999999999,88.53,2.3278688524590163,WARNING,PROCESS,20,SAFE
R025,H027,v2.26,5,65.58,60.3,1.61,,51.75,1.42,246.87,2.49,SUCCESS,False,True,False,HEALTHY,1.0700000000000003,,1.7535211267605637,UNKNOWN,HOLD,20,HOLD
R025,H028,v2.26,25,49.46,53.85,2.9,289.87,60.07,1.54,224.4,0.53,IN_PROGRESS,False,False,False,HEALTHY,-1.01,65.47,0.34415584415584416,SAFE,PROCESS,5,SAFE
R025,H029,v2.26,5,44.22,49.72,2.8,240.57,68.85,1.84,134.69,2.42,IN_PROGRESS,False,False,False,HEALTHY,0.5799999999999998,105.88,1.3152173913043477,WARNING,PROCESS,25,SAFE
R025,H030,v2.26,100,42.23,55.93,2.13,205.31,94.11,1.05,191.65,0.96,SUCCESS,False,False,False,HEALTHY,-0.09000000000000008,13.659999999999997,0.9142857142857143,SAFE,PROCESS,0,SAFE
R025,H031,v2.26,10,54.52,38.96,2.8,208.07,67.88,0.63,158.12,2.26,SUCCESS,False,False,False,HEALTHY,1.63,49.94999999999999,3.587301587301587,WARNING,PROCESS,20,SAFE
R025,H032,v2.26,5,59.47,53.56,1.09,114.61,94.3,0.96,193.14,1.97,SUCCESS,False,False,False,HEALTHY,1.01,-78.52999999999999,2.0520833333333335,WARNING,PROCESS,20,SAFE
R025,H033,v2.26,25,47.15,48.73,2.1,106.94,76.4,1.68,230.05,2.23,SUCCESS,False,False,False,HEALTHY,0.55,-123.11000000000001,1.3273809523809523,SAFE,PROCESS,0,SAFE
R025,H034,v2.26,100,43.44,60.62,1.48,153.73,92.71,1.72,206.2,2.96,IN_PROGRESS,False,False,False,HEALTHY,1.24,-52.47,1.7209302325581395,WARNING,PROCESS,25,SAFE
R025,H035,v2.26,5,58.15,55.72,2.98,157.46,79.85,0.81,122.75,2.24,SUCCESS,False,False,False,HEALTHY,1.4300000000000002,34.71000000000001,2.7654320987654324,WARNING,PROCESS,20,SAFE
R025,H036,v2.26,100,43.39,50.89,1.49,253.33,71.37,1.56,213.13,2.85,SUCCESS,False,False,False,HEALTHY,1.29,40.20000000000002,1.8269230769230769,WARNING,PROCESS,20,SAFE
R025,H037,v2.26,25,49.48,39.48,0.97,285.77,56.06,1.7,130.43,1.98,SUCCESS,False,False,False,HEALTHY,0.28,155.33999999999997,1.1647058823529413,WARNING,PROCESS,20,SAFE
R025,H038,v2.26,25,69.63,49.47,2.9,120.0,52.48,0.61,234.29,1.71,SUCCESS,False,False,False,HEALTHY,1.1,-114.28999999999999,2.80327868852459,WARNING,PROCESS,20,SAFE
R025,H039,v2.26,10,100.0,57.91,1.64,115.15,80.44,1.45,229.04,0.53,SUCCESS,False,False,True,HEALTHY,-0.9199999999999999,-113.88999999999999,0.36551724137931035,SAFE,HOLD,20,HOLD
R025,H040,v2.26,5,54.79,60.33,1.0,168.26,79.71,0.94,119.43,2.92,SUCCESS,False,False,False,HEALTHY,1.98,48.829999999999984,3.1063829787234045,WARNING,PROCESS,20,SAFE
R025,H041,v2.26,50,70.68,68.69,2.34,154.0,93.58,1.53,202.15,1.38,SUCCESS,False,False,False,HEALTHY,-0.15000000000000013,-48.150000000000006,0.9019607843137254,SAFE,PROCESS,0,SAFE
R025,H042,v2.26,100,53.89,58.49,2.33,192.65,80.44,1.15,164.21,1.31,SUCCESS,False,False,False,HEALTHY,0.16000000000000014,28.439999999999998,1.1391304347826088,SAFE,PROCESS,0,SAFE
R025,H043,v2.26,10,41.17,68.56,0.57,213.08,91.72,1.2,246.64,0.74,SUCCESS,False,False,False,HEALTHY,-0.45999999999999996,-33.559999999999974,0.6166666666666667,SAFE,PROCESS,0,SAFE
R025,H044,v2.26,50,45.18,59.06,0.86,105.21,88.71,0.93,137.35,1.09,SUCCESS,False,False,False,HEALTHY,0.16000000000000003,-32.14,1.1720430107526882,SAFE,PROCESS,0,SAFE
R025,H045,v2.26,10,35.21,47.64,0.77,197.98,84.74,1.97,136.72,1.45,SUCCESS,False,False,False,HEALTHY,-0.52,61.25999999999999,0.7360406091370558,SAFE,PROCESS,0,SAFE
R025,H046,v2.26,25,39.99,59.9,2.55,282.22,65.26,0.58,192.45,2.53,SUCCESS,False,False,False,HEALTHY,1.9499999999999997,89.77000000000004,4.362068965517241,WARNING,PROCESS,20,SAFE
R025,H047,v2.26,50,57.84,61.23,2.47,286.01,61.6,0.51,100.55,0.79,IN_PROGRESS,False,False,False,HEALTHY,0.28,185.45999999999998,1.5490196078431373,WARNING,PROCESS,25,SAFE
R025,H048,v2.26,10,61.78,55.55,2.27,224.38,64.93,0.62,142.79,1.74,SUCCESS,False,False,False,HEALTHY,1.12,81.59,2.806451612903226,WARNING,PROCESS,20,SAFE
R025,H049,v2.26,5,51.04,50.73,1.87,,54.97,1.15,162.79,2.86,SUCCESS,False,True,False,HEALTHY,1.71,,2.4869565217391307,UNKNOWN,HOLD,20,HOLD
R025,H050,v2.26,25,61.4,63.18,1.08,276.15,92.85,0.76,239.68,1.84,SUCCESS,False,False,False,HEALTHY,1.08,36.46999999999997,2.4210526315789473,WARNING,PROCESS,20,SAFE
R026,H001,v2.27,10,68.96,51.59,9.2,628.39,22.52,0.78,153.88,5.27,ROLLED_BACK,True,False,False,LOW,4.489999999999999,474.51,6.7564102564102555,CRITICAL,PROCESS,140,BLOCK
R026,H002,v2.27,10,62.51,78.3,10.86,570.25,2.59,1.56,201.84,6.55,SUCCESS,True,False,False,CRITICAL,4.99,368.40999999999997,4.198717948717949,CRITICAL,PROCESS,150,BLOCK
R026,H003,v2.27,100,67.76,95.4,11.22,677.79,26.52,0.73,247.87,7.44,FAILED,True,False,True,LOW,6.710000000000001,429.91999999999996,10.19178082191781,CRITICAL,HOLD,160,HOLD
